"locode","comuna_name","comuna","attribute_type","attribute_value","attribute_units","attribute_category"
CL LUM,Lumaco,9207,median_household_income,896521.0,CLP,very low
CL LUM,Lumaco,9207,transport_logistics_employment,0.0,percent,very low
CL LUM,Lumaco,9207,poverty_rate,31.96,percent,very high
CL LUM,Lumaco,9207,unemployment_rate,10.36,percent,very high
CL LUM,Lumaco,9207,public_transport_share,27.27,percent,low
CL LUM,Lumaco,9207,home_ownership,100.0,percent,very high
CL LUM,Lumaco,9207,industry_construction_employment,0.0,percent,very low
CL LUM,Lumaco,9207,electricity_access,100.0,percent,very low
CL LUN,La Unión,14201,renter_share,14.81,percent,low
CL LUN,La Unión,14201,median_household_income,1049778.0,CLP,low
CL LUN,La Unión,14201,industry_construction_employment,19.05,percent,medium
CL LUN,La Unión,14201,unemployment_rate,7.95,percent,very low
CL LUN,La Unión,14201,home_ownership,66.67,percent,medium
CL LUN,La Unión,14201,transport_logistics_employment,9.52,percent,low
CL LUN,La Unión,14201,poverty_rate,20.8,percent,low
CL LUN,La Unión,14201,electricity_access,100.0,percent,very low
CL LUN,La Unión,14201,public_transport_share,24.17,percent,low
CL LVD,Lago Verde,11102,poverty_rate,14.94,percent,very low
CL LVD,Lago Verde,11102,median_household_income,1339999.0,CLP,high
CL LVD,Lago Verde,11102,public_transport_share,10.16,percent,very low
CL LVD,Lago Verde,11102,unemployment_rate,5.33,percent,very low
CL MAC,Macul,13118,poverty_rate,16.51,percent,very low
CL MAC,Macul,13118,industry_construction_employment,11.29,percent,low
CL MAC,Macul,13118,electricity_access,100.0,percent,very low
CL MAC,Macul,13118,home_ownership,56.9,percent,low
CL MAC,Macul,13118,median_household_income,1414513.0,CLP,very high
CL MAC,Macul,13118,transport_logistics_employment,4.84,percent,very low
CL MAC,Macul,13118,renter_share,36.21,percent,high
CL MAC,Macul,13118,unemployment_rate,8.18,percent,very low
CL MAC,Macul,13118,public_transport_share,49.86,percent,very high
CL MAE,María Elena,2302,industry_construction_employment,75.0,percent,very high
CL MAE,María Elena,2302,poverty_rate,19.53,percent,low
CL MAE,María Elena,2302,unemployment_rate,9.26,percent,medium
CL MAE,María Elena,2302,public_transport_share,34.19,percent,high
CL MAE,María Elena,2302,transport_logistics_employment,0.0,percent,very low
CL MAE,María Elena,2302,median_household_income,1303632.0,CLP,high
CL MAE,María Elena,2302,renter_share,50.0,percent,high
CL MAE,María Elena,2302,home_ownership,0.0,percent,very low
CL MAF,Máfil,14105,poverty_rate,20.8,percent,low
CL MAF,Máfil,14105,electricity_access,100.0,percent,very low
CL MAF,Máfil,14105,home_ownership,33.33,percent,very low
CL MAF,Máfil,14105,public_transport_share,24.17,percent,low
CL MAF,Máfil,14105,median_household_income,1049778.0,CLP,low
CL MAF,Máfil,14105,renter_share,0.0,percent,very low
CL MAF,Máfil,14105,unemployment_rate,7.95,percent,very low
CL MAI,Maipú,13119,home_ownership,67.51,percent,medium
CL MAI,Maipú,13119,public_transport_share,49.86,percent,very high
CL MAI,Maipú,13119,median_household_income,1414513.0,CLP,very high
CL MAI,Maipú,13119,poverty_rate,16.51,percent,very low
CL MAI,Maipú,13119,renter_share,25.74,percent,medium
CL MAI,Maipú,13119,electricity_access,100.0,percent,very low
CL MAI,Maipú,13119,unemployment_rate,8.18,percent,very low
CL MAI,Maipú,13119,industry_construction_employment,18.84,percent,medium
CL MAI,Maipú,13119,transport_logistics_employment,9.06,percent,low
CL MAL,Malloa,6109,renter_share,0.0,percent,very low
CL MAL,Malloa,6109,transport_logistics_employment,0.0,percent,very low
CL MAL,Malloa,6109,unemployment_rate,9.07,percent,medium
CL MAL,Malloa,6109,poverty_rate,21.05,percent,low
CL MAL,Malloa,6109,home_ownership,100.0,percent,very high
CL MAL,Malloa,6109,electricity_access,100.0,percent,very low
CL MAL,Malloa,6109,median_household_income,1100000.0,CLP,medium
CL MAL,Malloa,6109,public_transport_share,20.36,percent,very low
CL MAL,Malloa,6109,industry_construction_employment,20.0,percent,medium
CL MAU,Maule,7105,industry_construction_employment,22.22,percent,medium
CL MAU,Maule,7105,poverty_rate,26.12,percent,high
CL MAU,Maule,7105,transport_logistics_employment,5.56,percent,very low
CL MAU,Maule,7105,unemployment_rate,8.44,percent,low
CL MAU,Maule,7105,renter_share,12.5,percent,low
CL MAU,Maule,7105,electricity_access,100.0,percent,very low
CL MAU,Maule,7105,public_transport_share,20.39,percent,very low
CL MAU,Maule,7105,median_household_income,925271.0,CLP,very low
CL MAU,Maule,7105,home_ownership,75.0,percent,high
CL MCI,Machalí,6108,renter_share,26.92,percent,medium
CL MCI,Machalí,6108,transport_logistics_employment,7.41,percent,low
CL MCI,Machalí,6108,industry_construction_employment,25.93,percent,high
CL MCI,Machalí,6108,home_ownership,61.54,percent,low
CL MCI,Machalí,6108,poverty_rate,21.05,percent,low
CL MCI,Machalí,6108,public_transport_share,20.36,percent,very low
CL MCI,Machalí,6108,electricity_access,100.0,percent,very low
CL MCI,Machalí,6108,median_household_income,1100000.0,CLP,medium
CL MCI,Machalí,6108,unemployment_rate,9.07,percent,medium
CL MEL,Melipilla,13501,industry_construction_employment,14.1,percent,low
CL MEL,Melipilla,13501,public_transport_share,49.86,percent,very high
CL MEL,Melipilla,13501,poverty_rate,16.51,percent,very low
CL MEL,Melipilla,13501,home_ownership,55.56,percent,low
CL MEL,Melipilla,13501,unemployment_rate,8.18,percent,very low
CL MEL,Melipilla,13501,median_household_income,1414513.0,CLP,very high
CL MEL,Melipilla,13501,transport_logistics_employment,8.97,percent,low
CL MEL,Melipilla,13501,renter_share,29.17,percent,high
CL MEL,Melipilla,13501,electricity_access,100.0,percent,very low
CL MJS,Mejillones,2102,unemployment_rate,9.26,percent,medium
CL MJS,Mejillones,2102,renter_share,16.67,percent,low
CL MJS,Mejillones,2102,industry_construction_employment,57.14,percent,very high
CL MJS,Mejillones,2102,electricity_access,100.0,percent,very low
CL MJS,Mejillones,2102,transport_logistics_employment,14.29,percent,medium
CL MJS,Mejillones,2102,public_transport_share,34.19,percent,high
CL MJS,Mejillones,2102,median_household_income,1303632.0,CLP,high
CL MJS,Mejillones,2102,home_ownership,83.33,percent,high
CL MJS,Mejillones,2102,poverty_rate,19.53,percent,low
CL MLL,Maullín,10108,poverty_rate,21.43,percent,medium
CL MLL,Maullín,10108,electricity_access,100.0,percent,very low
CL MLL,Maullín,10108,unemployment_rate,6.88,percent,very low
CL MLL,Maullín,10108,median_household_income,1055000.0,CLP,low
CL MLL,Maullín,10108,public_transport_share,28.43,percent,medium
CL MLL,Maullín,10108,industry_construction_employment,16.67,percent,medium
CL MLL,Maullín,10108,home_ownership,75.0,percent,high
CL MLL,Maullín,10108,renter_share,18.75,percent,low
CL MLL,Maullín,10108,transport_logistics_employment,5.56,percent,very low
CL MLP,Melipeuco,9110,industry_construction_employment,14.29,percent,low
CL MLP,Melipeuco,9110,home_ownership,100.0,percent,very high
CL MLP,Melipeuco,9110,transport_logistics_employment,0.0,percent,very low
CL MLP,Melipeuco,9110,electricity_access,100.0,percent,very low
CL MLP,Melipeuco,9110,median_household_income,896521.0,CLP,very low
CL MLP,Melipeuco,9110,poverty_rate,31.96,percent,very high
CL MLP,Melipeuco,9110,unemployment_rate,10.36,percent,very high
CL MLP,Melipeuco,9110,public_transport_share,27.27,percent,low
CL MLP,Melipeuco,9110,renter_share,0.0,percent,very low
CL MOL,Molina,7304,median_household_income,925271.0,CLP,very low
CL MOL,Molina,7304,public_transport_share,20.39,percent,very low
CL MOL,Molina,7304,industry_construction_employment,8.33,percent,low
CL MOL,Molina,7304,unemployment_rate,8.44,percent,low
CL MOL,Molina,7304,electricity_access,100.0,percent,very low
CL MOL,Molina,7304,home_ownership,88.24,percent,very high
CL MOL,Molina,7304,transport_logistics_employment,16.67,percent,medium
CL MOL,Molina,7304,poverty_rate,26.12,percent,high
CL MOL,Molina,7304,renter_share,11.76,percent,low
CL MOS,Mostazal,6110,transport_logistics_employment,11.11,percent,low
CL MOS,Mostazal,6110,electricity_access,100.0,percent,very low
CL MOS,Mostazal,6110,poverty_rate,21.05,percent,low
CL MOS,Mostazal,6110,renter_share,8.33,percent,very low
CL MOS,Mostazal,6110,industry_construction_employment,44.44,percent,very high
CL MOS,Mostazal,6110,unemployment_rate,9.07,percent,medium
CL MOS,Mostazal,6110,public_transport_share,20.36,percent,very low
CL MOS,Mostazal,6110,home_ownership,66.67,percent,medium
CL MOS,Mostazal,6110,median_household_income,1100000.0,CLP,medium
CL MPI,María Pinto,13504,renter_share,14.29,percent,low
CL MPI,María Pinto,13504,poverty_rate,16.51,percent,very low
CL MPI,María Pinto,13504,public_transport_share,49.86,percent,very high
CL MPI,María Pinto,13504,unemployment_rate,8.18,percent,very low
CL MPI,María Pinto,13504,transport_logistics_employment,30.0,percent,medium
CL MPI,María Pinto,13504,industry_construction_employment,0.0,percent,very low
CL MPI,María Pinto,13504,home_ownership,85.71,percent,very high
CL MPI,María Pinto,13504,median_household_income,1414513.0,CLP,very high
CL MTP,Monte Patria,4303,industry_construction_employment,27.78,percent,high
CL MTP,Monte Patria,4303,public_transport_share,28.79,percent,medium
CL MTP,Monte Patria,4303,median_household_income,1068233.0,CLP,medium
CL MTP,Monte Patria,4303,poverty_rate,24.26,percent,high
CL MTP,Monte Patria,4303,home_ownership,65.22,percent,medium
CL MTP,Monte Patria,4303,electricity_access,100.0,percent,very low
CL MTP,Monte Patria,4303,transport_logistics_employment,16.67,percent,medium
CL MTP,Monte Patria,4303,renter_share,4.35,percent,very low
CL MTP,Monte Patria,4303,unemployment_rate,9.08,percent,medium
CL MUL,Mulchén,8305,transport_logistics_employment,9.52,percent,low
CL MUL,Mulchén,8305,public_transport_share,35.51,percent,high
CL MUL,Mulchén,8305,renter_share,5.26,percent,very low
CL MUL,Mulchén,8305,median_household_income,1042738.0,CLP,low
CL MUL,Mulchén,8305,home_ownership,84.21,percent,very high
CL MUL,Mulchén,8305,industry_construction_employment,19.05,percent,medium
CL MUL,Mulchén,8305,unemployment_rate,9.49,percent,high
CL MUL,Mulchén,8305,electricity_access,100.0,percent,very low
CL MUL,Mulchén,8305,poverty_rate,22.01,percent,medium
CL NAC,Nacimiento,8306,public_transport_share,35.51,percent,high
CL NAC,Nacimiento,8306,electricity_access,100.0,percent,very low
CL NAC,Nacimiento,8306,unemployment_rate,9.49,percent,high
CL NAC,Nacimiento,8306,transport_logistics_employment,25.0,percent,medium
CL NAC,Nacimiento,8306,poverty_rate,22.01,percent,medium
CL NAC,Nacimiento,8306,home_ownership,75.0,percent,high
CL NAC,Nacimiento,8306,median_household_income,1042738.0,CLP,low
CL NAC,Nacimiento,8306,industry_construction_employment,25.0,percent,high
CL NAC,Nacimiento,8306,renter_share,25.0,percent,medium
CL NAV,Navidad,6205,industry_construction_employment,50.0,percent,very high
CL NAV,Navidad,6205,electricity_access,100.0,percent,very low
CL NAV,Navidad,6205,home_ownership,80.0,percent,high
CL NAV,Navidad,6205,public_transport_share,20.36,percent,very low
CL NAV,Navidad,6205,transport_logistics_employment,0.0,percent,very low
CL NAV,Navidad,6205,unemployment_rate,9.07,percent,medium
CL NAV,Navidad,6205,median_household_income,1100000.0,CLP,medium
CL NAV,Navidad,6205,renter_share,20.0,percent,low
CL NAV,Navidad,6205,poverty_rate,21.05,percent,low
CL NCG,Nancagua,6305,industry_construction_employment,25.0,percent,high
CL NCG,Nancagua,6305,median_household_income,1100000.0,CLP,medium
CL NCG,Nancagua,6305,home_ownership,90.0,percent,very high
CL NCG,Nancagua,6305,transport_logistics_employment,33.33,percent,medium
CL NCG,Nancagua,6305,public_transport_share,20.36,percent,very low
CL NCG,Nancagua,6305,unemployment_rate,9.07,percent,medium
CL NCG,Nancagua,6305,poverty_rate,21.05,percent,low
CL NCG,Nancagua,6305,renter_share,10.0,percent,very low
CL NCG,Nancagua,6305,electricity_access,100.0,percent,very low
CL NEG,Negrete,8307,poverty_rate,22.01,percent,medium
CL NEG,Negrete,8307,transport_logistics_employment,40.0,percent,medium
CL NEG,Negrete,8307,renter_share,12.5,percent,low
CL NEG,Negrete,8307,median_household_income,1042738.0,CLP,low
CL NEG,Negrete,8307,home_ownership,75.0,percent,high
CL NEG,Negrete,8307,electricity_access,100.0,percent,very low
CL NEG,Negrete,8307,public_transport_share,35.51,percent,high
CL NEG,Negrete,8307,industry_construction_employment,0.0,percent,very low
CL NEG,Negrete,8307,unemployment_rate,9.49,percent,high
CL NIM,Nueva Imperial,9111,unemployment_rate,10.36,percent,very high
CL NIM,Nueva Imperial,9111,industry_construction_employment,44.44,percent,very high
CL NIM,Nueva Imperial,9111,median_household_income,896521.0,CLP,very low
CL NIM,Nueva Imperial,9111,transport_logistics_employment,0.0,percent,very low
CL NIM,Nueva Imperial,9111,public_transport_share,27.27,percent,low
CL NIM,Nueva Imperial,9111,home_ownership,87.5,percent,very high
CL NIM,Nueva Imperial,9111,renter_share,12.5,percent,low
CL NIM,Nueva Imperial,9111,poverty_rate,31.96,percent,very high
CL NIM,Nueva Imperial,9111,electricity_access,100.0,percent,very low
CL NIN,Ninhue,16204,poverty_rate,29.65,percent,very high
CL NIN,Ninhue,16204,home_ownership,100.0,percent,very high
CL NIN,Ninhue,16204,transport_logistics_employment,0.0,percent,very low
CL NIN,Ninhue,16204,renter_share,0.0,percent,very low
CL NIN,Ninhue,16204,electricity_access,100.0,percent,very low
CL NIN,Ninhue,16204,industry_construction_employment,100.0,percent,very high
CL NIN,Ninhue,16204,unemployment_rate,9.68,percent,high
CL NIN,Ninhue,16204,public_transport_share,24.53,percent,low
CL NIN,Ninhue,16204,median_household_income,871602.5,CLP,very low
CL NOG,Nogales,5506,poverty_rate,20.94,percent,low
CL NOG,Nogales,5506,transport_logistics_employment,40.0,percent,medium
CL NOG,Nogales,5506,industry_construction_employment,10.0,percent,low
CL NOG,Nogales,5506,unemployment_rate,9.8,percent,high
CL NOG,Nogales,5506,median_household_income,1108241.0,CLP,medium
CL NOG,Nogales,5506,public_transport_share,39.54,percent,high
CL NOG,Nogales,5506,home_ownership,75.0,percent,high
CL NOG,Nogales,5506,electricity_access,100.0,percent,very low
CL NOG,Nogales,5506,renter_share,0.0,percent,very low
CL NQN,Ñiquén,16303,industry_construction_employment,75.0,percent,very high
CL NQN,Ñiquén,16303,transport_logistics_employment,0.0,percent,very low
CL NQN,Ñiquén,16303,unemployment_rate,9.68,percent,high
CL NQN,Ñiquén,16303,median_household_income,871602.5,CLP,very low
CL NQN,Ñiquén,16303,poverty_rate,29.65,percent,very high
CL NQN,Ñiquén,16303,electricity_access,100.0,percent,very low
CL NQN,Ñiquén,16303,home_ownership,71.43,percent,medium
CL NQN,Ñiquén,16303,public_transport_share,24.53,percent,low
CL NQN,Ñiquén,16303,renter_share,0.0,percent,very low
CL NUN,Ñuñoa,13120,median_household_income,1414513.0,CLP,very high
CL NUN,Ñuñoa,13120,poverty_rate,16.51,percent,very low
CL NUN,Ñuñoa,13120,electricity_access,100.0,percent,very low
CL NUN,Ñuñoa,13120,unemployment_rate,8.18,percent,very low
CL NUN,Ñuñoa,13120,public_transport_share,49.86,percent,very high
CL NUN,Ñuñoa,13120,industry_construction_employment,9.47,percent,low
CL NUN,Ñuñoa,13120,transport_logistics_employment,7.1,percent,low
CL NUN,Ñuñoa,13120,renter_share,44.67,percent,high
CL NUN,Ñuñoa,13120,home_ownership,52.67,percent,very low
CL OHI,O'Higgins,11302,public_transport_share,10.16,percent,very low
CL OHI,O'Higgins,11302,poverty_rate,14.94,percent,very low
CL OHI,O'Higgins,11302,unemployment_rate,5.33,percent,very low
CL OHI,O'Higgins,11302,median_household_income,1339999.0,CLP,high
CL OLI,Olivar,6111,industry_construction_employment,33.33,percent,very high
CL OLI,Olivar,6111,public_transport_share,20.36,percent,very low
CL OLI,Olivar,6111,home_ownership,66.67,percent,medium
CL OLI,Olivar,6111,transport_logistics_employment,33.33,percent,medium
CL OLI,Olivar,6111,median_household_income,1100000.0,CLP,medium
CL OLI,Olivar,6111,poverty_rate,21.05,percent,low
CL OLI,Olivar,6111,electricity_access,100.0,percent,very low
CL OLI,Olivar,6111,renter_share,33.33,percent,high
CL OLI,Olivar,6111,unemployment_rate,9.07,percent,medium
CL OLL,Ollagüe,2202,poverty_rate,19.53,percent,low
CL OLL,Ollagüe,2202,public_transport_share,34.19,percent,high
CL OLL,Ollagüe,2202,unemployment_rate,9.26,percent,medium
CL OLL,Ollagüe,2202,median_household_income,1303632.0,CLP,high
CL OLM,Olmué,5803,renter_share,11.11,percent,very low
CL OLM,Olmué,5803,median_household_income,1108241.0,CLP,medium
CL OLM,Olmué,5803,poverty_rate,20.94,percent,low
CL OLM,Olmué,5803,public_transport_share,39.54,percent,high
CL OLM,Olmué,5803,home_ownership,77.78,percent,high
CL OLM,Olmué,5803,industry_construction_employment,40.0,percent,very high
CL OLM,Olmué,5803,electricity_access,100.0,percent,very low
CL OLM,Olmué,5803,unemployment_rate,9.8,percent,high
CL OLM,Olmué,5803,transport_logistics_employment,0.0,percent,very low
CL OVL,Ovalle,4301,transport_logistics_employment,4.92,percent,very low
CL OVL,Ovalle,4301,public_transport_share,28.79,percent,medium
CL OVL,Ovalle,4301,electricity_access,100.0,percent,very low
CL OVL,Ovalle,4301,median_household_income,1068233.0,CLP,medium
CL OVL,Ovalle,4301,unemployment_rate,9.08,percent,medium
CL OVL,Ovalle,4301,poverty_rate,24.26,percent,high
CL OVL,Ovalle,4301,renter_share,16.42,percent,low
CL OVL,Ovalle,4301,industry_construction_employment,21.31,percent,medium
CL OVL,Ovalle,4301,home_ownership,70.15,percent,medium
CL PAL,Palena,10404,median_household_income,1055000.0,CLP,low
CL PAL,Palena,10404,public_transport_share,28.43,percent,medium
CL PAL,Palena,10404,unemployment_rate,6.88,percent,very low
